scenario,controller,rmse,itae,peak_error,control_effort,disturbance_rmse,dob_speed_factor
piecewise_disturbance,lqr_dob,0.05396405723230741,6.19666720356177,0.22360679774997913,7.669917996921871,0.27045684732014974,2.0
piecewise_disturbance,lqr_dob,0.0500191850716189,4.473216060035467,0.22360679774997913,8.485051399202675,0.3075226053381734,3.0
piecewise_disturbance,lqr_dob,0.0476427382122957,2.986181732183607,0.22360679774997913,9.997389905475133,0.3796381476462291,5.0
piecewise_disturbance,lqr_dob,0.047475382197759326,2.1627209375195195,0.22360679774997913,12.275119798580487,0.47180601640191594,8.0
piecewise_disturbance,lqr_dob,0.04805829449586191,1.7354460879453564,0.22360679774997913,15.387008905786479,0.573765688133446,12.0
